Sample Number,Variety,endo,Source notes,year,location,Extra Notes
14A0341,SC1441,sh2,"Found in Diversity Panel. No notes,  Endosperm to match baseggio",2014,New York,
14A0631,SC1441,sh2,"Found in Diversity Panel. No notes,  Endosperm to match baseggio",2014,New York,
31705,SC1441,sh2,"Found in Diversity Panel. No notes,  Endosperm to match baseggio",2014,Wisconsin,
32435,SC1441,sh2,"Found in Diversity Panel. No notes,  Endosperm to match baseggio",2014,Wisconsin,
15A0358,SC1441,sh2,"Found in Diversity Panel. No notes,  Endosperm to match baseggio",2015,New York,
15A0779,SC1441,sh2,"Found in Diversity Panel. No notes,  Endosperm to match baseggio",2015,New York,
2605,SC1441,sh2,"Found in Diversity Panel. No notes,  Endosperm to match baseggio",2015,Wisconsin,
14A0224,SC6069,sh2,"Found in Diversity Panel. No notes,  Endosperm to match baseggio",2014,New York,
14A0601,SC6069,sh2,"Found in Diversity Panel. No notes,  Endosperm to match baseggio",2014,New York,
32112,SC6069,sh2,"Found in Diversity Panel. No notes,  Endosperm to match baseggio",2014,Wisconsin,
32427,SC6069,sh2,"Found in Diversity Panel. No notes,  Endosperm to match baseggio",2014,Wisconsin,
15A0917,SC6069,sh2,"Found in Diversity Panel. No notes,  Endosperm to match baseggio",2015,New York,
3416,SC6069,sh2,"Found in Diversity Panel. No notes,  Endosperm to match baseggio",2015,Wisconsin,
14A0293,SD176,su1,Golden Sunshine,2014,New York,
14A0770,SD176,su1,Golden Sunshine,2014,New York,
32143,SD176,su1,Golden Sunshine,2014,Wisconsin,
32260,SD176,su1,Golden Sunshine,2014,Wisconsin,
15A0140,SD176,su1,Golden Sunshine,2015,New York,
15A0722,SD176,su1,Golden Sunshine,2015,New York,
2809,SD176,su1,Golden Sunshine,2015,Wisconsin,
14A0331,SD226,su1,Golden Market,2014,New York,
14A0688,SD226,su1,Golden Market,2014,New York,
31830,SD226,su1,Golden Market,2014,Wisconsin,
31914,SD226,su1,Golden Market,2014,Wisconsin,
15A0050,SD226,su1,Golden Market,2015,New York,
15A0534,SD226,su1,Golden Market,2015,New York,
2369,SD226,su1,Golden Market,2015,Wisconsin,
14A0557,SD245,su1,not found in compliation or diversity panel,2014,New York,
31519,SD245,su1,not found in compliation or diversity panel,2014,Wisconsin,
31744,SD245,su1,not found in compliation or diversity panel,2014,Wisconsin,
14A0135,SD277,su1,Golden Sunshine,2014,New York,
14A0622,SD277,su1,Golden Sunshine,2014,New York,
30937,SD277,su1,Golden Sunshine,2014,Wisconsin,
31661,SD277,su1,Golden Sunshine,2014,Wisconsin,
15A0063,SD277,su1,Golden Sunshine,2015,New York,
15A0542,SD277,su1,Golden Sunshine,2015,New York,
2344,SD277,su1,Golden Sunshine,2015,Wisconsin,
31756,SD42,su1,from baseggio endo classification,2014,Wisconsin,Manually Added 2021.09.06
32275,SD42,su1,from baseggio endo classification,2014,Wisconsin,Manually Added 2021.09.06
32275,SD42,su1,from baseggio endo classification,2014,Wisconsin,Manually Added 2021.09.06
14A0147,SD469,su1,Barden's Wonder Bantam,2014,New York,
14A0538,SD469,su1,Barden's Wonder Bantam,2014,New York,
31138,SD469,su1,Barden's Wonder Bantam,2014,Wisconsin,
32475,SD469,su1,Barden's Wonder Bantam,2014,Wisconsin,
15A0323,SD469,su1,Barden's Wonder Bantam,2015,New York,
2626,SD469,su1,Barden's Wonder Bantam,2015,Wisconsin,
14A0219,SD592,su1,Bloomcross P39,2014,New York,
14A0728,SD592,su1,Bloomcross P39,2014,New York,
31635,SD592,su1,Bloomcross P39,2014,Wisconsin,
31708,SD592,su1,Bloomcross P39,2014,Wisconsin,
15A0207,SD592,su1,Bloomcross P39,2015,New York,
15A0679,SD592,su1,Bloomcross P39,2015,New York,
2823,SD592,su1,Bloomcross P39,2015,Wisconsin,
14A0427,SD789,su1,Experimental hybrid 7983,2014,New York,
14A0872,SD789,su1,Experimental hybrid 7983,2014,New York,
30513,SD789,su1,Experimental hybrid 7983,2014,Wisconsin,
31853,SD789,su1,Experimental hybrid 7983,2014,Wisconsin,
15A0085,SD789,su1,Experimental hybrid 7983,2015,New York,
15A0550,SD789,su1,Experimental hybrid 7983,2015,New York,
2568,SD789,su1,Experimental hybrid 7983,2015,Wisconsin,
14A0196,SD829,su1,Burbank Bantam,2014,New York,
14A0659,SD829,su1,Burbank Bantam,2014,New York,
31469,SD829,su1,Burbank Bantam,2014,Wisconsin,
32431,SD829,su1,Burbank Bantam,2014,Wisconsin,
15A0262,SD829,su1,Burbank Bantam,2015,New York,
15A0821,SD829,su1,Burbank Bantam,2015,New York,
3017,SD829,su1,Burbank Bantam( all three digit sd are sugary),2015,Wisconsin,
3018,SD829,su1,Burbank Bantam,2015,Wisconsin,
14A0130,SD883,su1,P39 (81M),2014,New York,
14A0648,SD883,su1,P39 (81M),2014,New York,
31337,SD883,su1,P39 (81M),2014,Wisconsin,
31916,SD883,su1,P39 (81M),2014,Wisconsin,
15A0031,SD883,su1,P39 (81M),2015,New York,
15A0489,SD883,su1,P39 (81M),2015,New York,
2343,SD883,su1,P39 (81M),2015,Wisconsin,
31512,SD884,su1,1313?1?2 (24M) USDA,2014,Wisconsin,
31554,SD884,su1,1313?1?2 (24M) USDA,2014,Wisconsin,
15A0059,SD884,su1,1313?1?2 (24M) USDA,2015,New York,
15A0498,SD884,su1,1313?1?2 (24M) USDA,2015,New York,
2418,SD884,su1,1313?1?2 (24M) USDA,2015,Wisconsin,
14A0302,SD908,su1,C?98A?284?1?2,2014,New York,
14A0577,SD908,su1,C?98A?284?1?2,2014,New York,
31707,SD908,su1,C?98A?284?1?2,2014,Wisconsin,
31743,SD908,su1,C?98A?284?1?2,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
15A0350,SD908,su1,C?98A?284?1?2,2015,New York,
2954,SD908,su1,C?98A?284?1?2,2015,Wisconsin,
14A0068,SD909,su1,P39?10?1?1?1?1?1,2014,New York,
14A0459,SD909,su1,P39?10?1?1?1?1?1,2014,New York,
30710,SD909,su1,P39?10?1?1?1?1?1,2014,Wisconsin,
31056,SD909,su1,P39?10?1?1?1?1?1,2014,Wisconsin,
15A0010,SD909,su1,P39?10?1?1?1?1?1,2015,New York,
2565,SD909,su1,P39?10?1?1?1?1?1,2015,Wisconsin,
14A0424,T20,su1,Strain T20-2-68(B),2014,New York,
14A0877,T20,su1,Strain T20-2-68(B),2014,New York,
30865,T20,su1,Strain T20-2-68(B),2014,Wisconsin,
31930,T20,su1,Strain T20-2-68(B),2014,Wisconsin,
15A0408,T20,su1,Strain T20-2-68(B),2015,New York,
3428,T20,su1,Strain T20-2-68(B),2015,Wisconsin,
14A0390,T24,su1,Strain T24-395-68(B),2014,New York,
14A0852,T24,su1,Strain T24-395-68(B),2014,New York,
30524,T24,su1,Strain T24-395-68(B),2014,Wisconsin,
32452,T24,su1,Strain T24-395-68(B),2014,Wisconsin,
15A0384,T24,su1,Strain T24-395-68(B),2015,New York,
15A0915,T24,su1,Strain T24-395-68(B),2015,New York,
3358,T24,su1,Strain T24-395-68(B),2015,Wisconsin,
14A0382,T32,su1,Strain T33-399-68(B),2014,New York,
14A0869,T32,su1,Strain T33-399-68(B),2014,New York,
30467,T32,su1,Strain T33-399-68(B),2014,Wisconsin,
32134,T32,su1,Strain T33-399-68(B),2014,Wisconsin,
15A0476,T32,su1,Strain T33-399-68(B),2015,New York,
15A0936,T32,su1,Strain T33-399-68(B),2015,New York,
3353,T32,su1,no notes,2015,Wisconsin,
14A0389,T33,su1,Strain T33-399-68(B),2014,New York,
14A0862,T33,su1,Strain T33-399-68(B),2014,New York,
32128,T33,su1,Strain T33-399-68(B),2014,Wisconsin,
15A0928,T33,su1,Strain T33-399-68(B),2015,New York,
3557,T33,su1,Strain T33-399-68(B),2015,Wisconsin,
14A0410,T35,su1,Strain T35-388-68(A),2014,New York,
14A0876,T35,su1,Strain T35-388-68(A),2014,New York,
30668,T35,su1,Strain T35-388-68(A),2014,Wisconsin,
32328,T35,su1,Strain T35-388-68(A),2014,Wisconsin,
15A0453,T35,su1,Strain T35-388-68(A),2015,New York,
15A0959,T35,su1,Strain T35-388-68(A),2015,New York,
3565,T35,su1,no notes,2015,Wisconsin,
14A0402,T625,su1,Found in Diversity Panel. No notes,2014,New York,
14A0828,T625,su1,Found in Diversity Panel. No notes,2014,New York,
30329,T625,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32051,T625,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32449,T625,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0457,T625,su1,Found in Diversity Panel. No notes,2015,New York,
15A0933,T625,su1,Found in Diversity Panel. No notes,2015,New York,
3409,T625,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0379,T62s,su1,Georgia Special,2014,New York,
14A0831,T62s,su1,Georgia Special,2014,New York,
30450,T62s,su1,Georgia Special,2014,Wisconsin,
15A0430,T62s,su1,Georgia Special,2015,New York,
15A0900,T62s,su1,Georgia Special,2015,New York,
3357,T62s,su1,Georgia Special,2015,Wisconsin,
30321,tropical,field,,2014,Wisconsin,Manually Added 2021.09.06
30452,tropical,field,,2014,Wisconsin,Manually Added 2021.09.06
30455,tropical,field,,2014,Wisconsin,Manually Added 2021.09.06
30521,tropical,field,,2014,Wisconsin,Manually Added 2021.09.06
30859,tropical,field,,2014,Wisconsin,Manually Added 2021.09.06
31724,tropical,field,,2014,Wisconsin,Manually Added 2021.09.06
30720,tropical ,field,,2014,Wisconsin,Manually Added 2021.09.06
31927,tropical ,field,,2014,Wisconsin,Manually Added 2021.09.06
32126,tropical ,field,,2014,Wisconsin,Manually Added 2021.09.06
32126,tropical ,field,,2014,Wisconsin,Manually Added 2021.09.06
32248,tropical ,field,,2014,Wisconsin,Manually Added 2021.09.06
32257,tropical ,field,,2014,Wisconsin,Manually Added 2021.09.06
32334,tropical ,field,,2014,Wisconsin,Manually Added 2021.09.06
14A0365,V775,sh2,"Found in Diversity Panel. No notes,  Endosperm to match baseggio",2014,New York,
14A0830,V775,sh2,"Found in Diversity Panel. No notes,  Endosperm to match baseggio",2014,New York,
31710,V775,sh2,"Found in Diversity Panel. No notes,  Endosperm to match baseggio",2014,Wisconsin,
32230,V775,sh2,"Found in Diversity Panel. No notes,  Endosperm to match baseggio",2014,Wisconsin,
15A0247,V775,sh2,"Found in Diversity Panel. No notes,  Endosperm to match baseggio",2015,New York,
15A0857,V775,sh2,"Found in Diversity Panel. No notes,  Endosperm to match baseggio",2015,New York,
3369,V775,sh2,"Found in Diversity Panel. No notes,  Endosperm to match baseggio",2015,Wisconsin,
14A0084,V781,su1,Found in Diversity Panel. No notes,2014,New York,
14A0464,V781,su1,Found in Diversity Panel. No notes,2014,New York,
30704,V781,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30851,V781,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0005,V781,su1,Found in Diversity Panel. No notes,2015,New York,
2413,V781,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0018,VIA5492,su1,Found in Diversity Panel. No notes,2014,New York,
14A0480,VIA5492,su1,Found in Diversity Panel. No notes,2014,New York,
30503,VIA5492,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30929,VIA5492,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0030,VIA5492,su1,Found in Diversity Panel. No notes,2015,New York,
15A0558,VIA5492,su1,Found in Diversity Panel. No notes,2015,New York,
2234,VIA5492,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0040,Vineland576,su1,Found in Diversity Panel. No notes,2014,New York,
14A0451,Vineland576,su1,Found in Diversity Panel. No notes,2014,New York,
30480,Vineland576,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31449,Vineland576,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0294,Vineland576,su1,Found in Diversity Panel. No notes,2015,New York,
15A0675,Vineland576,su1,Found in Diversity Panel. No notes,2015,New York,
2937,Vineland576,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
30476,W1736,su1,Tendermost,2014,Wisconsin,
30733,W1736,su1,Tendermost,2014,Wisconsin,
15A0259,W1736,su1,Tendermost,2015,New York,
15A0842,W1736,su1,Tendermost,2015,New York,
3148,W1736,su1,Tendermost,2015,Wisconsin,
14A0008,W3647,su1,Bantam Evergreen,2014,New York,
14A0474,W3647,su1,Bantam Evergreen,2014,New York,
31109,W3647,su1,Bantam Evergreen,2014,Wisconsin,
31256,W3647,su1,Bantam Evergreen,2014,Wisconsin,
15A0054,W3647,su1,Bantam Evergreen,2015,New York,
2341,W3647,su1,Bantam Evergreen,2015,Wisconsin,
30701,w3722,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30848,w3722,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
14A0048,W3742,su1,Golden Cross Bantam,2014,New York,
14A0445,W3742,su1,Golden Cross Bantam,2014,New York,
30878,W3742,su1,Golden Cross Bantam,2014,Wisconsin,
31050,W3742,su1,Golden Cross Bantam,2014,Wisconsin,
15A0046,W3742,su1,Golden Cross Bantam,2015,New York,
15A0545,W3742,su1,Golden Cross Bantam,2015,New York,
2406,W3742,su1,Golden Cross Bantam,2015,Wisconsin,
14A0079,W5543,su1,"P31, P51",2014,New York,
14A0528,W5543,su1,"P31, P51",2014,New York,
31055,W5543,su1,"P31, P51",2014,Wisconsin,
31272,W5543,su1,"P31, P51",2014,Wisconsin,
15A0015,W5543,su1,"P31, P51",2015,New York,
15A0494,W5543,su1,"P31, P51",2015,New York,
2202,W5543,su1,"P31, P51",2015,Wisconsin,
14A0032,W5552,su1,"Ia5015, Ia5001, P39",2014,New York,
14A0441,W5552,su1,"Ia5015, Ia5001, P39",2014,New York,
30926,W5552,su1,"Ia5015, Ia5001, P39",2014,Wisconsin,
15A0362,W5552,su1,"Ia5015, Ia5001, P39",2015,New York,
15A0790,W5552,su1,"Ia5015, Ia5001, P39",2015,New York,
3031,W5552,su1,"Ia5015, Ia5001, P39",2015,Wisconsin,
30708,W5552,su1,"Ia5015, Ia5001, P39",2014,Wisconsin,Manually Added 2021.09.06
14A0014,W5579,su1,Tendermost,2014,New York,
14A0462,W5579,su1,Tendermost,2014,New York,
30874,W5579,su1,Tendermost,2014,Wisconsin,
31326,W5579,su1,Tendermost,2014,Wisconsin,
3201,W5579,su1,Tendermost,2015,Wisconsin,
14A0033,W6366,su1,"Ia5125, Ia453, C5",2014,New York,
14A0470,W6366,su1,"Ia5125, Ia453, C5",2014,New York,
30853,W6366,su1,"Ia5125, Ia453, C5",2014,Wisconsin,
31072,W6366,su1,"Ia5125, Ia453, C5",2014,Wisconsin,
15A0070,W6366,su1,"Ia5125, Ia453, C5",2015,New York,
15A0529,W6366,su1,"Ia5125, Ia453, C5",2015,New York,
2555,W6366,su1,"Ia5125, Ia453, C5",2015,Wisconsin,
14A0042,W6462,su1,Tendermost,2014,New York,
14A0496,W6462,su1,Tendermost,2014,New York,
30705,W6462,su1,Tendermost,2014,Wisconsin,
31130,W6462,su1,W321 X W22,2014,Wisconsin,
15A0018,W6462,su1,Tendermost,2015,New York,
15A0556,W6462,su1,Tendermost,2015,New York,
2562,W6462,su1,Tendermost,2015,Wisconsin,
14A0017,W64A,field,Wf9 x C.I. 187-2,2014,New York,
14A0493,W64A,field,Wf9 x C.I. 187-2,2014,New York,
30514,W64A,field,Wf9 x C.I. 187-2,2014,Wisconsin,
31648,W64A,field,Wf9 x C.I. 187-2,2014,Wisconsin,
15A0397,W64A,field,Wf9 x C.I. 187-2,2015,New York,
15A0924,W64A,field,Wf9 x C.I. 187-2,2015,New York,
3536,W64A,field,Wf9 x C.I. 187-2,2015,Wisconsin,
14A0047,W6714,su1,"Ia5002, W3742, N.K.11934",2014,New York,
14A0455,W6714,su1,"Ia5002, W3742, N.K.11934",2014,New York,
30671,W6714,su1,"Ia5002, W3742, N.K.11934",2014,Wisconsin,
31247,W6714,su1,"Ia5002, W3742, N.K.11934",2014,Wisconsin,
15A0387,W6714,su1,"Ia5002, W3742, N.K.11934",2015,New York,
15A0862,W6714,su1,"Ia5002, W3742, N.K.11934",2015,New York,
3570,W6714,su1,"no e, its sugary",2015,Wisconsin,
14A0002,W6720-1,su1,"Ia5003, Iochief",2014,New York,
14A0513,W6720-1,su1,"Ia5003, Iochief",2014,New York,
30906,W6720-1,su1,"Ia5003, Iochief",2014,Wisconsin,
31329,W6720-1,su1,"Ia5003, Iochief",2014,Wisconsin,
15A0841,W6720-1,su1,"Ia5003, Iochief",2015,New York,
2427,W6720-1,su1,"Ia5003, Iochief",2015,Wisconsin,
14A0031,W6728,su1,"P39, Ia45, Iochief",2014,New York,
14A0447,W6728,su1,"P39, Ia45, Iochief",2014,New York,
31270,W6728,su1,"P39, Ia45, Iochief",2014,Wisconsin,
31448,W6728,su1,"P39, Ia45, Iochief",2014,Wisconsin,
15A0676,W6728,su1,"P39, Ia45, Iochief",2015,New York,
2546,W6728,su1,"P39, Ia45, Iochief",2015,Wisconsin,
14A0086,W6757,su1,"Kancross, P39, W3572, W3608",2014,New York,
14A0477,W6757,su1,"Kancross, P39, W3572, W3608",2014,New York,
30707,W6757,su1,"Kancross, P39, W3572, W3608",2014,Wisconsin,
15A0339,W6757,su1,"Kancross, P39, W3572, W3608",2015,New York,
3202,W6757,su1,"Kancross, P39, W3572, W3608",2015,Wisconsin,
14A0071,W6786,su1,"W3740, Ia3044",2014,New York,
14A0481,W6786,su1,"W3740, Ia3044",2014,New York,
30727,W6786,su1,"W3740, Ia3044",2014,Wisconsin,
30877,W6786,su1,"W3740, Ia3044",2014,Wisconsin,
15A0302,W6786,su1,"W3740, Ia3044",2015,New York,
15A0633,W6786,su1,"W3740, Ia3044",2015,New York,
3034,W6786,su1,"W3740, Ia3044",2015,Wisconsin,
14A0072,W7151,su1,"C13, 3670, Me2",2014,New York,
14A0452,W7151,su1,"C13, 3670, Me2",2014,New York,
31106,W7151,su1,"C13, 3670, Me2",2014,Wisconsin,
31134,W7151,su1,"C13, 3670, Me2",2014,Wisconsin,
15A0088,W7151,su1,"C13, 3670, Me2",2015,New York,
15A0546,W7151,su1,"C13, 3670, Me2",2015,New York,
2220,W7151,su1,"C13, 3670, Me2",2015,Wisconsin,
14A0056,W822GSe,su1,not found in compliation or diversity panel,2014,New York,
14A0460,W822GSe,su1,not found in compliation or diversity panel,2014,New York,
30744,W822GSe,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30934,W822Gse,su1se1,Found in Diversity Panel. No notes,2014,Wisconsin,
31073,W822GSe,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31108,W822Gse,su1se1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0037,W822GSe,su1,found in late nursery murray,2015,New York,
15A0093,W822Gse,su1se1,found in late nursery murray,2015,New York,
15A0520,W822Gse,su1se1,found in late nursery murray,2015,New York,
15A0541,W822GSe,su1,found in late nursery murray,2015,New York,
1326,W822GSe,su1,found in late nursery murray,2015,Wisconsin,
1327,W822Gse,su1se1,found in late nursery murray,2015,Wisconsin,
1332,W822GSe,su1,found in late nursery murray,2015,Wisconsin,
1333,W822Gse,su1se1,found in late nursery murray,2015,Wisconsin,
2219,W822Gse,su1se1,found in late nursery murray,2015,Wisconsin,
2227,W822GSe,su1,found in late nursery murray,2015,Wisconsin,
14A0034,W85,field,"Ottawa Flint BB85 (Dept. Of Agric. Ottawa, Canada)",2014,New York,
14A0525,W85,field,"Ottawa Flint BB85 (Dept. Of Agric. Ottawa, Canada)",2014,New York,
30473,W85,field,"Ottawa Flint BB85 (Dept. Of Agric. Ottawa, Canada)",2014,Wisconsin,
31133,W85,field,"Ottawa Flint BB85 (Dept. Of Agric. Ottawa, Canada)",2014,Wisconsin,
15A0304,W85,field,"Ottawa Flint BB85 (Dept. Of Agric. Ottawa, Canada)",2015,New York,
15A0768,W85,field,"Ottawa Flint BB85 (Dept. Of Agric. Ottawa, Canada)",2015,New York,
2763,W85,field,"Ottawa Flint BB85 (Dept. Of Agric. Ottawa, Canada)",2015,Wisconsin,
14A0013,We01407,su1se1,not found in compliation or diversity panel,2014,New York,
14A0487,We01407,su1se1,not found in compliation or diversity panel,2014,New York,
30472,We01407,su1se1,not found in compliation or diversity panel,2014,Wisconsin,
30742,We01407,su1se1,not found in compliation or diversity panel,2014,Wisconsin,
15A0263,We01407,su1se1,not found in compliation or diversity panel,2015,New York,
2818,We01407,su1se1,not found in compliation or diversity panel,2015,Wisconsin,
14A0051,We02404,su1se1,not found in compliation or diversity panel,2014,New York,
30935,We02404,su1se1,not found in compliation or diversity panel,2014,Wisconsin,
15A0336,We02404,su1se1,not found in compliation or diversity panel,2015,New York,
15A0667,We02404,su1se1,not found in compliation or diversity panel,2015,New York,
2801,We02404,su1se1,not found in compliation or diversity panel,2015,Wisconsin,
30901,We02404,su1se1,not found in compliation or diversity panel,2014,Wisconsin,Manually Added 2021.09.06
31135,We02406,su1se1,not found in compliation or diversity panel,2014,Wisconsin,
15A0484,We02406,su1se1,not found in compliation or diversity panel,2015,New York,
15A0934,We02406,su1se1,not found in compliation or diversity panel,2015,New York,
3431,We02406,su1se1,not found in compliation or diversity panel,2015,Wisconsin,
30870,We02406,su1se1,not found in compliation or diversity panel,2014,Wisconsin,Manually Added 2021.09.06
14A0039,We02412,su1se1,not found in compliation or diversity panel,2014,New York,
30670,We02412,su1se1,not found in compliation or diversity panel,2014,Wisconsin,
31131,We02412,su1se1,not found in compliation or diversity panel,2014,Wisconsin,
15A0239,We02412,su1se1,not found in compliation or diversity panel,2015,New York,
15A0746,We02412,su1se1,not found in compliation or diversity panel,2015,New York,
14A0065,We03418a,su1se1,Sugar Buns x BC2753,2014,New York,
31052,We03418a,su1se1,Sugar Buns x BC2753,2014,Wisconsin,se/su
15A0047,We03418a,su1se1,Sugar Buns x BC2753,2015,New York,
15A0528,We03418a,su1se1,Sugar Buns x BC2753,2015,New York,
2403,We03418a,su1se1,Sugar Buns x BC2753,2015,Wisconsin,
3057,We03418a,su1se1,Sugar Buns x BC2753,2015,Wisconsin,
3764,We03418a,su1se1,Sugar Buns x BC2753,2015,Wisconsin,
3967,We03418a,su1se1,Sugar Buns x BC2753,2015,Wisconsin,
31047,We03418a,su1se1,Sugar Buns x BC2753,2014,Wisconsin,Manually Added 2021.09.06
14A0006,We05401,su1se1,not found in compliation or diversity panel,2014,New York,
14A0527,We05401,su1se1,not found in compliation or diversity panel,2014,New York,
30505,We05401,su1se1,not found in compliation or diversity panel,2014,Wisconsin,
31447,We05401,su1se1,not found in compliation or diversity panel,2014,Wisconsin,
15A0099,We05401,su1se1,not found in compliation or diversity panel,2015,New York,
15A0490,We05401,su1se1,not found in compliation or diversity panel,2015,New York,
2407,We05401,su1se1,not found in compliation or diversity panel,2015,Wisconsin,
14A0044,We05407,su1se1,Trinity x 98401,2014,New York,
14A0502,We05407,su1se1,Trinity x 98401,2014,New York,
